,CommitID,Dockerfiles,LatestDockerfile,Comments,Date,FirstCommit Date,Deleted Date,isSATD,DeletedComment Date
0,ae123feaec324dc35350a8bd9ab2704597857f38,Dockerfile-alpine,Dockerfile-alpine,"# FIXME(oleg_nenashev): This is not an official AdoptOpenJDK Docker Image.
# There is no official Alpine images at the moment.
# Needs upgrade when/if there is an official alpine image.
",Thu Aug 13 11:42:31 2020 +0200,Thu Jul 20 11:53:39 2017 +0200,,1,
4,d83eaf18a01f6ac49f76dc55be59e168b08c1911,Dockerfile-jdk11,Dockerfile-jdk11,"# TODO: revert before the GA release of Java 11 support (JENKINS-55087)
",Fri Jan 4 14:42:28 2019 -0700,Tue Mar 17 11:24:05 2015 +0100,,1,Fri Jan 4 14:42:28 2019 -0700
