,CommitID,Dockerfile,LatestDockerfile,Comment,Date,FirstCommit Date,Deleted Date,RenameList,logIndex,DeletedComment Date,Deleted CommitID,Deleted Filename
6,8b6397888af7e165e1e1494c6be823a151b616c2,Dockerfile,1.31/apache/Dockerfile,# TODO: Switch to debian sid,2015-12-19 01:41:05+00:00,2015-08-13 01:16:12-04:00,,Dockerfile,235,2015-12-19 04:28:17+00:00,1828584c75e34ee08f12427e64d907f469cbab7c,Dockerfile
7,8b6397888af7e165e1e1494c6be823a151b616c2,Dockerfile,1.31/apache/Dockerfile,"    # VisualEditor
    # TODO: make submodules shallow clones?",2015-12-19 01:41:05+00:00,2015-08-13 01:16:12-04:00,,Dockerfile,235,2017-06-08 18:55:52+00:00,4b8cc73503e4fadd6f2b01eba840fa787a0d0ee3,Dockerfile
3,4b8cc73503e4fadd6f2b01eba840fa787a0d0ee3,Dockerfile,1.31/apache/Dockerfile,"    # Extensions
    # TODO: make submodules shallow clones?",2017-06-08 18:55:52+00:00,2015-08-13 01:16:12-04:00,,Dockerfile,231,2017-08-04 17:00:24+00:00,b48d43686790d3497fec7a7607d640f9b8c43d67,Dockerfile
10,d254f8c01cd0bbbed38bc0c71d0d70066d6fbbb4,dev/Dockerfile,dev/Dockerfile,"    # Extensions
    # TODO: make submodules shallow clones?",2017-12-20 17:20:17+00:00,2017-12-20 18:20:17+01:00,,dev/Dockerfile,143,2019-06-27 21:31:27+00:00,9bdcc59dc6ae7bf40eb7d23c6c0d3b133f174146,dev/Dockerfile
2,9bdcc59dc6ae7bf40eb7d23c6c0d3b133f174146,dev/Dockerfile,dev/Dockerfile,"	# Extensions
	# TODO: make submodules shallow clones?",2019-06-27 21:31:27+00:00,2017-12-20 18:20:17+01:00,,dev/Dockerfile,84,,,
