,CommitID,Dockerfile,LatestDockerfile,Comment,Date,FirstCommit Date,Deleted Date,RenameList,logIndex,DeletedComment Date,Deleted CommitID,Deleted Filename
104,064113e0e481a1d0542846b81858e457fde02c90,10/Dockerfile,10/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2018-08-21 21:39:06+00:00,2017-06-21 16:03:02-07:00,,10/Dockerfile,360,,,
102,064113e0e481a1d0542846b81858e457fde02c90,11/Dockerfile,11/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2018-08-21 21:39:06+00:00,2018-05-25 12:46:44-07:00,,11/Dockerfile,360,,,
100,064113e0e481a1d0542846b81858e457fde02c90,9.6/Dockerfile,9.6/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2018-08-21 21:39:06+00:00,2016-05-12 14:01:41-07:00,,9.6/Dockerfile,360,,,
101,064113e0e481a1d0542846b81858e457fde02c90,9.5/Dockerfile,9.5/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2018-08-21 21:39:06+00:00,2015-07-08 09:47:57-07:00,,9.5/Dockerfile,360,,,
103,064113e0e481a1d0542846b81858e457fde02c90,9.4/Dockerfile,9.4/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2018-08-21 21:39:06+00:00,2014-07-15 18:15:14-06:00,2020-02-14 15:50:13-08:00,9.4/Dockerfile,360,2020-02-14 23:50:13+00:00,05ac2d3ba69fc62c7acf6f689d3a93e5e862f738,9.4/Dockerfile
99,064113e0e481a1d0542846b81858e457fde02c90,9.3/Dockerfile,9.3/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2018-08-21 21:39:06+00:00,2014-06-23 10:03:54-06:00,2018-12-04 14:38:12-08:00,9.3/Dockerfile,360,2018-12-04 22:38:12+00:00,1ff1b63288630c8d662a95f1b064bf49140c8c7c,9.3/Dockerfile
121,6f7881a307a7856aa7671260b1f0b690ca51b740,12/Dockerfile,12/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2019-05-23 18:39:09+00:00,2019-05-23 20:39:09+02:00,,12/Dockerfile,244,,,
126,b96659493b841100dc75ed777bff01913d9fe9e1,13/Dockerfile,13/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2020-05-21 15:26:06+00:00,2020-05-21 17:26:06+02:00,,13/Dockerfile,53,,,
