,CommitID,Dockerfile,LatestDockerfile,Comment,Date,FirstCommit Date,Deleted Date,RenameList,logIndex
0,fe21c1532c1e80d8d2c4a30db5e09151d655da43,Dockerfile,Dockerfile,# TODO find a way to make --mirror-only / SSL work with backpan too :(,2015-04-20 14:17:46-07:00,2014-10-21 22:29:49-06:00,,Dockerfile,2
1,fe21c1532c1e80d8d2c4a30db5e09151d655da43,Dockerfile,Dockerfile,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2015-04-20 14:17:46-07:00,2014-10-21 22:29:49-06:00,,Dockerfile,2
2,2633e18b556b92de3d9ce9280b833cd61e941ac2,Dockerfile,Dockerfile,# TODO find a way to make --mirror-only / SSL work with backpan too :(,2015-04-20 11:04:27-06:00,2014-10-21 22:29:49-06:00,,Dockerfile,3
3,2633e18b556b92de3d9ce9280b833cd61e941ac2,Dockerfile,Dockerfile,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2015-04-20 11:04:27-06:00,2014-10-21 22:29:49-06:00,,Dockerfile,3
4,50326f312f9011c31c81e2168f7f4ef77bbe15ae,Dockerfile,Dockerfile,# TODO find a way to make --mirror-only / SSL work with backpan too :(,2020-03-26 15:29:23-07:00,2014-10-21 22:29:49-06:00,,Dockerfile,0
5,50326f312f9011c31c81e2168f7f4ef77bbe15ae,Dockerfile,Dockerfile,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2020-03-26 15:29:23-07:00,2014-10-21 22:29:49-06:00,,Dockerfile,0
6,da98c367a92113603b2a7559ee688c111766e838,Dockerfile,Dockerfile,# TODO find a way to make --mirror-only / SSL work with backpan too :(,2020-01-09 15:56:47-08:00,2014-10-21 22:29:49-06:00,,Dockerfile,1
7,da98c367a92113603b2a7559ee688c111766e838,Dockerfile,Dockerfile,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2020-01-09 15:56:47-08:00,2014-10-21 22:29:49-06:00,,Dockerfile,1
8,ef2b48218ba00cc8d4879cbbf20983dd4491dc47,Dockerfile,Dockerfile,# TODO find a way to make --mirror-only / SSL work with backpan too :(,2015-02-23 13:53:35-07:00,2014-10-21 22:29:49-06:00,,Dockerfile,10
9,d1a8974088cc82d2249ed487a9f97c9082814041,Dockerfile,Dockerfile,# TODO find a way to make --mirror-only / SSL work with backpan too :(,2015-02-23 13:04:40-08:00,2014-10-21 22:29:49-06:00,,Dockerfile,9
10,d2c8e3920fd4ab82fce15801a976895d0c6efdab,Dockerfile,Dockerfile,# TODO find a way to make --mirror-only / SSL work with backpan too :(,2015-03-13 10:54:03-07:00,2014-10-21 22:29:49-06:00,,Dockerfile,7
11,d2c8e3920fd4ab82fce15801a976895d0c6efdab,Dockerfile,Dockerfile,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2015-03-13 10:54:03-07:00,2014-10-21 22:29:49-06:00,,Dockerfile,7
12,5ef176107f127e8b815e1c514c2bcada225f9d58,Dockerfile,Dockerfile,# TODO find a way to make --mirror-only / SSL work with backpan too :(,2015-03-13 11:51:01-06:00,2014-10-21 22:29:49-06:00,,Dockerfile,8
13,5ef176107f127e8b815e1c514c2bcada225f9d58,Dockerfile,Dockerfile,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2015-03-13 11:51:01-06:00,2014-10-21 22:29:49-06:00,,Dockerfile,8
14,9f518ccfa2d51c21176c5945e0c7b8f74a3e4cd6,Dockerfile,Dockerfile,# TODO find a way to make --mirror-only / SSL work with backpan too :(,2015-04-10 12:34:45-06:00,2014-10-21 22:29:49-06:00,,Dockerfile,4
15,9f518ccfa2d51c21176c5945e0c7b8f74a3e4cd6,Dockerfile,Dockerfile,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2015-04-10 12:34:45-06:00,2014-10-21 22:29:49-06:00,,Dockerfile,4
16,38bcca7ba339b2f4cbf2c7ff74382db5a7d94dfc,Dockerfile,Dockerfile,# TODO find a way to make --mirror-only / SSL work with backpan too :(,2015-04-10 11:40:56-06:00,2014-10-21 22:29:49-06:00,,Dockerfile,6
17,38bcca7ba339b2f4cbf2c7ff74382db5a7d94dfc,Dockerfile,Dockerfile,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2015-04-10 11:40:56-06:00,2014-10-21 22:29:49-06:00,,Dockerfile,6
18,894dfe2161279b3288270c10f3c056bb41d4215a,Dockerfile,Dockerfile,# TODO find a way to make --mirror-only / SSL work with backpan too :(,2015-04-10 11:03:24-07:00,2014-10-21 22:29:49-06:00,,Dockerfile,5
19,894dfe2161279b3288270c10f3c056bb41d4215a,Dockerfile,Dockerfile,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2015-04-10 11:03:24-07:00,2014-10-21 22:29:49-06:00,,Dockerfile,5
