,CommitID,Dockerfile,LatestDockerfile,Comment,Date,FirstCommit Date,Deleted Date,RenameList,logIndex
0,5b871aed231937fb2683984217b93fac31014f46,bashbrew/put-multiarch/Dockerfile,bashbrew/put-multiarch/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
#RUN cpanm Digest::SHA Module::Signature
# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2019-05-13 15:24:57-07:00,2019-05-09 16:53:24-07:00,2020-05-22 17:20:04-07:00,bashbrew/put-multiarch/Dockerfile,103
1,1be33ddfd36585277797ac577b5f8c75d5c82417,bashbrew/put-multiarch/Dockerfile,bashbrew/put-multiarch/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
#RUN cpanm Digest::SHA Module::Signature
# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2019-05-13 15:21:33-07:00,2019-05-09 16:53:24-07:00,2020-05-22 17:20:04-07:00,bashbrew/put-multiarch/Dockerfile,104
2,7ae3c26ad9a11566b6dde4df447fe3ca83e1f12b,bashbrew/put-multiarch/Dockerfile,bashbrew/put-multiarch/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
#RUN cpanm Digest::SHA Module::Signature
# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2019-05-13 16:18:53-07:00,2019-05-09 16:53:24-07:00,2020-05-22 17:20:04-07:00,bashbrew/put-multiarch/Dockerfile,101
3,84aa9ed158196e09a9e68f34d6a2a02ce43a0f7e,bashbrew/put-multiarch/Dockerfile,bashbrew/put-multiarch/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
#RUN cpanm Digest::SHA Module::Signature
# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2019-05-09 16:53:24-07:00,2019-05-09 16:53:24-07:00,2020-05-22 17:20:04-07:00,bashbrew/put-multiarch/Dockerfile,110
4,5b2244296d6c9ac57aa578fe70f41ea2e43229f4,bashbrew/put-multiarch/Dockerfile,bashbrew/put-multiarch/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
#RUN cpanm Digest::SHA Module::Signature
# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2019-05-24 16:37:47-07:00,2019-05-09 16:53:24-07:00,2020-05-22 17:20:04-07:00,bashbrew/put-multiarch/Dockerfile,96
5,24e5537ead1ee359199d2c443cff5478b55b9867,bashbrew/put-multiarch/Dockerfile,bashbrew/put-multiarch/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
#RUN cpanm Digest::SHA Module::Signature
# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2019-07-03 16:25:08-07:00,2019-05-09 16:53:24-07:00,2020-05-22 17:20:04-07:00,bashbrew/put-multiarch/Dockerfile,87
6,f14066a95ec4842c9fbe95576aa78dab892a43d4,bashbrew/put-multiarch/Dockerfile,bashbrew/put-multiarch/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
#RUN cpanm Digest::SHA Module::Signature
# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2019-05-20 15:17:35-07:00,2019-05-09 16:53:24-07:00,2020-05-22 17:20:04-07:00,bashbrew/put-multiarch/Dockerfile,98
7,7ed224bfffc04ce89a44c06907ebc50e2eb8d733,bashbrew/put-multiarch/Dockerfile,bashbrew/put-multiarch/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
#RUN cpanm Digest::SHA Module::Signature
# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2019-05-16 17:02:59-07:00,2019-05-09 16:53:24-07:00,2020-05-22 17:20:04-07:00,bashbrew/put-multiarch/Dockerfile,99
8,e62606d7aad6bbd63af6b6b9039bd8432c5233c4,bashbrew/put-multiarch/Dockerfile,bashbrew/put-multiarch/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
#RUN cpanm Digest::SHA Module::Signature
# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2019-05-13 15:33:36-07:00,2019-05-09 16:53:24-07:00,2020-05-22 17:20:04-07:00,bashbrew/put-multiarch/Dockerfile,102
9,4f6af8252b5ffcea2e6d93b2b67968f667241380,bashbrew/put-multiarch/Dockerfile,bashbrew/put-multiarch/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
#RUN cpanm Digest::SHA Module::Signature
# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2019-05-29 14:50:20-07:00,2019-05-09 16:53:24-07:00,2020-05-22 17:20:04-07:00,bashbrew/put-multiarch/Dockerfile,95
10,c90bab0d2128cd0cefc7dfd083cc27ca10ea4de8,bashbrew/put-multiarch/Dockerfile,bashbrew/put-multiarch/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
#RUN cpanm Digest::SHA Module::Signature
# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2019-06-12 07:41:17-07:00,2019-05-09 16:53:24-07:00,2020-05-22 17:20:04-07:00,bashbrew/put-multiarch/Dockerfile,91
11,b5a0d7dcf6e1fb3987ac5337b22ca2f9f7af1ead,bashbrew/put-multiarch/Dockerfile,bashbrew/put-multiarch/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
#RUN cpanm Digest::SHA Module::Signature
# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify",2019-05-10 16:06:55-07:00,2019-05-09 16:53:24-07:00,2020-05-22 17:20:04-07:00,bashbrew/put-multiarch/Dockerfile,106
