,CommitID,Dockerfiles,LatestDockerfile,Comments,Date,FirstCommit Date,Deleted Date,isSATD
0,58b97d2c58c9d39ab60bd9145b2f92ddd7f7b67d,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Thu Mar 19 21:18:03 2020 +0530,Thu Jul 19 16:33:15 2018 +0530,,1
1,299fbcc40aa6d46d86981c8154097119d3657cad,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Tue Aug 11 11:58:00 2020 -0400,Thu Jul 19 16:33:15 2018 +0530,,1
2,2552afc76af639c7925923b122f663bfea93dd24,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Fri Mar 20 16:12:54 2020 +0530,Thu Jul 19 16:33:15 2018 +0530,,1
3,9dc3a3bbb52dfd01c570e2082c26002d9d3eb780,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Wed Jun 3 14:29:46 2020 +0530,Thu Jul 19 16:33:15 2018 +0530,,1
4,4b3d20c9c2952c3c4de8f39efe07fe4bc3bf3ba9,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Wed Jul 22 18:50:53 2020 +0530,Thu Jul 19 16:33:15 2018 +0530,,1
5,e4281e3a2800d0884e3c30fbf235a32467b3e8eb,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Thu Apr 30 21:46:43 2020 +0530,Thu Jul 19 16:33:15 2018 +0530,,1
6,cf0c7d39307a53baf19db72db7d37e1d6ef4b19c,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Wed Feb 19 22:05:52 2020 +0100,Thu Jul 19 16:33:15 2018 +0530,,1
7,d9e0b6e991de2e80e24a5323ce3ab8bbc4479222,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Mon Jul 20 12:05:06 2020 +0530,Thu Jul 19 16:33:15 2018 +0530,,1
8,09ab1823e64f5b3e7e027cf6625add7b5eef83ae,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Wed Jun 3 14:29:46 2020 +0530,Thu Jul 19 16:33:15 2018 +0530,,1
9,4b91eff104847c1f0b7566620cd6cc390dceec88,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Thu Jun 18 22:49:13 2020 +0200,Thu Jul 19 16:33:15 2018 +0530,,1
10,2f6c6e58f1a77878a36eb1b74cec4c2cf572bff5,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Tue Jul 7 17:34:43 2020 -0700,Thu Jul 19 16:33:15 2018 +0530,,1
11,ded4e24bdd2b05b7ed731aed4ca01cc240c5528b,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Mon May 18 15:51:33 2020 +0530,Thu Jul 19 16:33:15 2018 +0530,,1
12,54fdb38401bb8d458ca11c8687c86e2a234438c4,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Tue Jun 30 15:54:46 2020 -0700,Thu Jul 19 16:33:15 2018 +0530,,1
13,9698cd795177073e0af67060fb99b07e33641de3,dockerfile_functions.sh,dockerfile_functions.sh,"  # shellcheck disable=SC1083,SC2086 # TODO not sure about intention here
",Mon Jun 29 07:18:11 2020 +0200,Thu Jul 19 16:33:15 2018 +0530,,1
