,CommitID,Dockerfile,LatestDockerfile,Comment,Date,FirstCommit Date,Deleted Date,RenameList
24,2c668e237d07b518630139b185f3337dbcbd5250,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-08-07 15:03:32+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
25,eb20915c6e62e0f2c8ee44810270f0c101cfde0f,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-02-03 18:01:27+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
26,278ec711d363662111af16dde289910a9b067e1c,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-06-22 10:26:40+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
27,bf5bdab4997a5c19f31205ff7f9ebd9bf931ec71,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-08-05 18:08:02+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
28,a259c48ae9755e292dab9ca11cf0307feab8007b,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-01-23 11:29:38+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
29,f2a43d755e351a415fe426ad92c9ee75387ef51d,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-08-11 15:04:11+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
30,a2095a2a0c759fa009e22b5791a33dd093e663ae,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-08-03 15:29:39+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
31,c217bab7f6123de80dbd55c99c2254666d766fb3,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-04-10 21:05:02+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
32,ec0f8a8f7c0791fbf1b94abb87f289138060a5ff,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-01-23 18:59:52+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
33,79f29dda2370b7eec9942405d45541f1f569d0f9,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-09-21 17:40:58+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
34,6fe35498a562bcb1c3079676fc70a688d8cb0ed0,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-10-09 09:38:58+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
35,d212fe68a6f2d2fd83bb3afd47bd6b740fb6c965,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-07-16 11:59:18+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
36,bb0bd3b26b91a8fdbcaf242265a29b9fffd9f904,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-02-14 12:20:15+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
37,73551d5a92c93006ac3405ee60bb90a60da2900c,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-01-27 15:06:33+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
38,ea22d5821c849a6a83da551f9d10dcd5a645bd65,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-10-28 12:13:11+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
39,2bc4161526162317934556dd702c19b70a2d8632,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-05-24 00:33:04+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
40,272e85dce36bd9ca4e982008137a765764f7eb84,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-06-24 10:38:25+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
41,8a89d94e157dab09fe4f51966401bc91a176f466,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-04-19 11:46:41+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
42,3803d35c035f6611f99e4c2b18448ff88bdf99e6,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-05-23 23:38:30+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
43,ebc56c5adeaf25c04bd12f9ffeeb9fb55e953552,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-01-20 15:23:59+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
44,53965e65b701997915455b5c01fc59a9fca2c0ce,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-08-11 13:29:53+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
45,5a47b692c1142e632f89729ad76a1eddb626a33f,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-08-05 10:49:40+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
46,263d18ce934cba81239354a24b30eb8d2f8091a0,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-05-20 15:35:48+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
47,6ccbb56fec4a4cdf7911d8513e27771e6f5ec002,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-03-25 13:25:32+00:00,2014-01-16 17:28:47+00:00,,Dockerfile
48,3cddd1b670a56b323044210a3f77d107bcfc51a1,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-02-05 11:41:29+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
49,854c14a5bcf566792ee8a972325c37590521656b,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-06-10 17:03:19+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
50,952340043a0012be41e331a47321232a7a475136,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-10-28 11:24:06+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
51,3a3288c54bbea4aa197a3eb9e7c453d664c469e9,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-03-22 15:51:21+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
52,5c47805dc30672da769ed31b976cc60dd6af10a9,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-08-11 12:37:53+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
53,6e8ac34c321d17b48c8b5d439f7dd948f8e72e43,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-08-11 15:06:07+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
54,b01601a53cc8839afbe332f00d0d1b8165012e7b,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-08-11 14:19:28+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
55,80a378eabf05c109fec37963d3b0af397e4d1f6f,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-08-05 17:49:13+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
56,9c5351cf27d10a7b8078496fb21a37929b6687cb,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-04-27 19:46:56+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
57,4cfa622de88b781448da64578794ec8958fb3cc7,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-08-22 12:54:48+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
58,a734371e7fc27f07bbd5f3b16d7f19d49053716d,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-02-14 12:08:00+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
59,98932e9cb4dcef791a93b1000cb7a400411906c0,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-07-15 10:30:59+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
60,e0e712736134796f79c43dd36274b6d99ce3c723,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-08-11 15:07:05+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
61,836e2b7c4dd9c65b7e829104d116ee2050021343,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-04-21 10:45:40+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
62,e0412a24884351e093764b91cc2689c682bc1562,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-02-05 10:51:26+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
63,be807a0be851f0c2c0809b69ae47c5e781d879f0,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-01-23 12:20:41+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
64,e8424d5ae0de01fae98fa7aaff3c79cbb1dfcf2b,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-11-19 14:47:57+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
65,2caf573b89c0de884bb75aef7a7d8bb4343281b1,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-06-09 11:00:26+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
66,ca721728f64a89f02659f84fcab1a184f0f3be82,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-07-11 17:17:46+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
67,a89128118b7b94159939d54253e7a6f125a72087,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-05-20 15:45:24+01:00,2014-01-16 17:28:47+00:00,,Dockerfile
68,6166a40f7c85eb347e439445cbdfc118ffaac0b5,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2020-08-11 15:25:44+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
69,1b326fce57ea761c738da8c852809c300466eef8,Dockerfile,Dockerfile,"# FIXME(chris-crone): virtualenv 16.3.0 breaks build, force 16.2.0 until fixed",2019-07-12 10:11:47+02:00,2014-01-16 17:28:47+00:00,,Dockerfile
