,CommitID,Dockerfile,LatestDockerfile,Comment,Date,FirstCommit Date,Deleted Date,RenameList,logIndex
0,85aadc08c347cd20f199902c4b8b4f736341c3b8,10/Dockerfile,10/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2019-04-22 16:47:26-07:00,2017-06-21 16:03:02-07:00,,10/Dockerfile,266
1,85aadc08c347cd20f199902c4b8b4f736341c3b8,11/Dockerfile,11/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2019-04-22 16:47:26-07:00,2018-05-25 12:46:44-07:00,,11/Dockerfile,266
2,85aadc08c347cd20f199902c4b8b4f736341c3b8,9.6/Dockerfile,9.6/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2019-04-22 16:47:26-07:00,2016-05-12 14:01:41-07:00,,9.6/Dockerfile,266
3,85aadc08c347cd20f199902c4b8b4f736341c3b8,9.5/Dockerfile,9.5/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2019-04-22 16:47:26-07:00,2015-07-08 09:47:57-07:00,,9.5/Dockerfile,266
4,85aadc08c347cd20f199902c4b8b4f736341c3b8,9.4/Dockerfile,9.4/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2019-04-22 16:47:26-07:00,2014-07-15 18:15:14-06:00,2020-02-14 15:50:13-08:00,9.4/Dockerfile,266
5,73f9262456e4efac9ccfa453b3bcd5d27c6b9112,9.3/Dockerfile,9.3/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2018-11-14 14:17:40-08:00,2014-06-23 10:03:54-06:00,2018-12-04 14:38:12-08:00,9.3/Dockerfile,323
6,73f9262456e4efac9ccfa453b3bcd5d27c6b9112,9.6/Dockerfile,9.6/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2018-11-14 14:17:40-08:00,2016-05-12 14:01:41-07:00,,9.6/Dockerfile,323
7,73f9262456e4efac9ccfa453b3bcd5d27c6b9112,10/Dockerfile,10/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2018-11-14 14:17:40-08:00,2017-06-21 16:03:02-07:00,,10/Dockerfile,323
8,73f9262456e4efac9ccfa453b3bcd5d27c6b9112,9.5/Dockerfile,9.5/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2018-11-14 14:17:40-08:00,2015-07-08 09:47:57-07:00,,9.5/Dockerfile,323
9,73f9262456e4efac9ccfa453b3bcd5d27c6b9112,11/Dockerfile,11/Dockerfile,"# https://github.com/docker-library/postgres/issues/484 (clang-6.0 required, only available in stretch-backports)
# TODO remove this once we hit buster+",2018-11-14 14:17:40-08:00,2018-05-25 12:46:44-07:00,,11/Dockerfile,323
