,CommitID,Dockerfile,LatestDockerfile,Comment,Date,FirstCommit Date,Deleted Date,RenameList
0,304244cfe374d3477e746c057a5ec4dcf7a47657,1.4/cross/Dockerfile,1.4/cross/Dockerfile,"# TODO gcc: error: unrecognized command line option '-marm'
#	android/arm \",2015-01-23 08:25:42-08:00,2014-11-14 23:46:25-07:00,2016-02-17 14:10:05-08:00,1.4/cross/Dockerfile
1,3427e88341de17a4d8921b859180a2649e1ab96e,1.4/cross/Dockerfile,1.4/cross/Dockerfile,"# TODO gcc: error: unrecognized command line option '-marm'
#	android/arm \",2015-08-19 11:44:13-07:00,2014-11-14 23:46:25-07:00,2016-02-17 14:10:05-08:00,1.4/cross/Dockerfile
2,ebb35315f1b0a48eb17eb9f17a7bd66132fd8813,1.4/cross/Dockerfile,1.4/cross/Dockerfile,"# TODO gcc: error: unrecognized command line option '-marm'
#	android/arm \",2014-12-02 01:38:33-07:00,2014-11-14 23:46:25-07:00,2016-02-17 14:10:05-08:00,1.4/cross/Dockerfile
3,e2a3aaff15450678e554926e0eadf4729f61a098,1.4/cross/Dockerfile,1.4/cross/Dockerfile,"# TODO gcc: error: unrecognized command line option '-marm'
#	android/arm \",2015-01-22 09:06:02-08:00,2014-11-14 23:46:25-07:00,2016-02-17 14:10:05-08:00,1.4/cross/Dockerfile
4,396f40c6188614c7acd6d8299a0ea71030a056a6,1.4/cross/Dockerfile,1.4/cross/Dockerfile,"# TODO gcc: error: unrecognized command line option '-marm'
#	android/arm \",2015-02-18 08:30:47-08:00,2014-11-14 23:46:25-07:00,2016-02-17 14:10:05-08:00,1.4/cross/Dockerfile
5,a38450699763746bfc2ecc36405266c534739d63,1.4/cross/Dockerfile,1.4/cross/Dockerfile,"# TODO gcc: error: unrecognized command line option '-marm'
#	android/arm \",2014-11-19 10:33:32-08:00,2014-11-14 23:46:25-07:00,2016-02-17 14:10:05-08:00,1.4/cross/Dockerfile
6,898bf4174e6a575ae311d14a23f96b4f6724ee13,1.4/cross/Dockerfile,1.4/cross/Dockerfile,"# TODO gcc: error: unrecognized command line option '-marm'
#	android/arm \",2014-11-18 21:24:45-07:00,2014-11-14 23:46:25-07:00,2016-02-17 14:10:05-08:00,1.4/cross/Dockerfile
7,90b57a935ad9275997fda8741a5a7864eb1d51b5,1.4/cross/Dockerfile,1.4/cross/Dockerfile,"# TODO gcc: error: unrecognized command line option '-marm'
#	android/arm \",2015-01-22 14:18:18+01:00,2014-11-14 23:46:25-07:00,2016-02-17 14:10:05-08:00,1.4/cross/Dockerfile
8,c1baf037d71331eb0b8d4c70cff4c29cf124c5e0,1.4/cross/Dockerfile,1.4/cross/Dockerfile,"# TODO gcc: error: unrecognized command line option '-marm'
#	android/arm \",2015-01-15 17:49:18-07:00,2014-11-14 23:46:25-07:00,2016-02-17 14:10:05-08:00,1.4/cross/Dockerfile
9,dc0571dad14fc6ca163dbab21b88e51b3031b84c,1.4/cross/Dockerfile,1.4/cross/Dockerfile,"# TODO gcc: error: unrecognized command line option '-marm'
#	android/arm \",2014-12-11 11:33:20-07:00,2014-11-14 23:46:25-07:00,2016-02-17 14:10:05-08:00,1.4/cross/Dockerfile
