,CommitID,Dockerfile,LatestDockerfile,Comment,Date,FirstCommit Date,Deleted Date,RenameList
424,e94cbf806caabc1fc46bd50af8ae74347f2b1cf8,4.2-rc/Dockerfile,4.2-rc/Dockerfile,# TODO some sort of download verification here,2019-08-01 10:01:51+00:00,2019-06-12 16:19:52-07:00,2019-08-13 09:19:51-07:00,4.2-rc/Dockerfile
425,30810ac8507a6c42dd525afa5d79746b91a9ff7c,3.4/Dockerfile,3.4/Dockerfile,# TODO some sort of download verification here,2019-07-02 22:39:10-07:00,2016-11-01 13:59:57-07:00,2020-02-07 15:52:58-08:00,3.4/Dockerfile
426,30810ac8507a6c42dd525afa5d79746b91a9ff7c,3.6/Dockerfile,3.6/Dockerfile,# TODO some sort of download verification here,2019-07-02 22:39:10-07:00,2017-11-22 16:40:34-08:00,,3.6/Dockerfile
427,30810ac8507a6c42dd525afa5d79746b91a9ff7c,4.0/Dockerfile,4.0/Dockerfile,# TODO some sort of download verification here,2019-07-02 22:39:10-07:00,2018-05-22 08:18:05-07:00,,4.0/Dockerfile
428,9c08e7fbef047a76bbe811d5ec28e9c2e24475f6,4.4-rc/Dockerfile,4.4/Dockerfile,# TODO some sort of download verification here,2020-07-03 04:01:25+00:00,2020-05-27 09:57:58-07:00,,4.4-rc/Dockerfile
429,04d1eaa89239434eaaa8433067bffc8a1be8cae8,3.5/windows/windowsservercore/Dockerfile,3.5/windows/windowsservercore-1709/Dockerfile,"# TODO docker-entrypoint.ps1 ? (for ""docker run <image> --flag --flag --flag"")",2017-05-23 15:01:55-07:00,2017-03-31 14:11:27-07:00,2017-12-05 17:55:06-08:00,3.5/windows/windowsservercore/Dockerfile
430,3ef26b5e839545e117b190a777bdd577ecdb8ce2,4.0/Dockerfile,4.0/Dockerfile,# TODO some sort of download verification here,2020-01-13 15:56:02-08:00,2018-05-22 08:18:05-07:00,,4.0/Dockerfile
431,3ef26b5e839545e117b190a777bdd577ecdb8ce2,3.6/Dockerfile,3.6/Dockerfile,# TODO some sort of download verification here,2020-01-13 15:56:02-08:00,2017-11-22 16:40:34-08:00,,3.6/Dockerfile
432,3ef26b5e839545e117b190a777bdd577ecdb8ce2,4.2/Dockerfile,4.2/Dockerfile,# TODO some sort of download verification here,2020-01-13 15:56:02-08:00,2018-07-17 14:11:36-07:00,,4.2/Dockerfile
433,3ef26b5e839545e117b190a777bdd577ecdb8ce2,3.4/Dockerfile,3.4/Dockerfile,# TODO some sort of download verification here,2020-01-13 15:56:02-08:00,2016-11-01 13:59:57-07:00,2020-02-07 15:52:58-08:00,3.4/Dockerfile
