,CommitID,Dockerfile,LatestDockerfile,Comment,Date,FirstCommit Date,Deleted Date,isSATD
0,d63b2f3eeb07cace096c7fe5dd30ddc2ba652a81,Dockerfile.build,Dockerfile.build,"# TODO TARGET_ARCH='i386' (heinous package conflicts trying to get ""gcc -m32""/""gcc-multilib"" to work with all the cross-compiling gccs)

",2017-06-13 16:25:01-07:00,2015-06-18 15:48:25-07:00,,1
1,7d0ee592e4ed60e2da9d59331e16ecdcadc1ed87,Dockerfile.build,Dockerfile.build,"# TODO TARGET_ARCH='i386' (heinous package conflicts trying to get ""gcc -m32""/""gcc-multilib"" to work with all the cross-compiling gccs)

",2017-06-13 15:55:03-07:00,2015-06-18 15:48:25-07:00,,1
