,CommitID,Dockerfile,LatestDockerfile,Comment,Date,FirstCommit Date,Deleted Date,isSATD
0,61a11c1b64057d400b388980603a08b883339802,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-08-21 18:20:07+01:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
1,b05e83e8efa5bb636e39dd689a23cb19ce0b6722,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-07-17 15:42:00+01:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
2,2d266ca186f9c94d8a359bacfce974943253ac50,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-08-20 03:44:41-10:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
3,677552f093180f9431249d6d9087e1ee2547410c,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-10-01 16:27:16-05:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
4,5641b2ef3230fb01260073646a6972df903a1650,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-07-18 17:40:58+01:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
5,857afc1006b93dbbeb87e92b0503bdd312992687,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-10-01 16:16:06-05:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
6,367328aa3eb74c86674a922eab54434ccda3d570,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-12-04 08:48:39-06:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
7,3e7a7bad761bf7fd569697ecbbcf2417a10bf841,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-09-05 10:49:30+01:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
8,05d979d6b116b28b7cd0ed8e45b4279c5c890dcd,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-08-23 13:17:28-04:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
9,6150bc1eea14f9c9bd7f5b6f2f4d88597576cb32,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-08-21 14:31:38-06:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
10,a16096cbc42814651551f492a869a3694beffdb0,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-11-05 12:36:05-06:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
11,1a5bcd29daa8df8a09113cd71b4d47da2e8332a2,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-08-21 15:49:14+01:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
12,96270df8fe0d125a322ab39efc8c6501d7f43ea7,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-07-13 10:39:55+01:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
13,76df4371eeb327fe82d606b0ee1423a03fecc0d5,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-10-17 08:52:50-06:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
14,289a05efd63f58c7e2a1c751182709590bcc7380,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-07-12 11:41:20+01:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
15,2a9744f801bfee163b6a336e86765adb33350d56,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-10-02 20:29:00-07:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
16,ca1b7809064a91eefaa91d6795e4deab37be685d,Dockerfile_build_ubuntu64_go1.11,Dockerfile_build_ubuntu64_go1.11,"# TODO(edd) this needs to be updated to 1.11 when the branch is available.
",2018-08-21 18:19:25+01:00,2017-07-21 11:51:31-06:00,2019-01-11 10:38:50-08:00,1
