,CommitID,Dockerfiles,Comments,isSATD
848,0501f0b73fd7fbfb139d1e98a7fd3b63426b16a1,/stable/alpine-perl/Dockerfile,"# fixme: needs to check out a tag on the next 1.14 release
",1
1386,0501f0b73fd7fbfb139d1e98a7fd3b63426b16a1,/stable/alpine/Dockerfile,"# fixme: needs to check out a tag on the next 1.14 release
",1
