,CommitID,Dockerfile,Comment,isSATD
6,bdc1ec69eaeffb190f5543403e25d9424d2e1ef2,/Dockerfile.local,"# TODO convert ""dpkg --print-architecture"" to Alpine architecture for downloading the correct architecture binary
",1
8,2088671cec4c9fad14469e7d45f62c894d38004f,/Dockerfile.remote,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
",1
9,2088671cec4c9fad14469e7d45f62c894d38004f,/Dockerfile.remote,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify

# reinstall cpanm itself, for good measure
",1
15,ee22b9996661e2621ce486b0709aaf1d5dc173a7,/Dockerfile.tag-details,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
",1
16,ee22b9996661e2621ce486b0709aaf1d5dc173a7,/Dockerfile.tag-details,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify

# reinstall cpanm itself, for good measure
",1
21,1436fa0e8b413cf520a3dd9ca6b9149f1b15c0ce,/Dockerfile.remote,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
",1
22,1436fa0e8b413cf520a3dd9ca6b9149f1b15c0ce,/Dockerfile.remote,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify

# reinstall cpanm itself, for good measure
",1
25,e5d491d7be65e68aa067868d22c9ffc1fad2efb7,/Dockerfile.remote,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
",1
26,e5d491d7be65e68aa067868d22c9ffc1fad2efb7,/Dockerfile.remote,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify

# reinstall cpanm itself, for good measure
",1
36,a9c7a4c30d09219f0aeb6ab5250060cbd0ef2e81,/Dockerfile.local,"# TODO convert ""dpkg --print-architecture"" to Alpine architecture for downloading the correct architecture binary
",1
39,d74a52fea18617a5fe8ab48820c21596f3820bc7,/Dockerfile.remote,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
",1
40,d74a52fea18617a5fe8ab48820c21596f3820bc7,/Dockerfile.remote,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify

# reinstall cpanm itself, for good measure
",1
47,db217e426ec7229c74f154953dbe2f3e9ad2e157,/Dockerfile.remote,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
",1
48,db217e426ec7229c74f154953dbe2f3e9ad2e157,/Dockerfile.remote,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify

# reinstall cpanm itself, for good measure
",1
58,c9a9e6f9bab86c0b68db0b269d0d85b82986f32f,/Dockerfile.remote,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
",1
59,c9a9e6f9bab86c0b68db0b269d0d85b82986f32f,/Dockerfile.remote,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify

# reinstall cpanm itself, for good measure
",1
66,b0c6ece2c866344053e306b6f88cdddf32fbd7ee,/Dockerfile.remote,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
",1
67,b0c6ece2c866344053e306b6f88cdddf32fbd7ee,/Dockerfile.remote,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify

# reinstall cpanm itself, for good measure
",1
74,94d3cb0a75c305df65077addf67c7ec0b1fe9ca0,/Dockerfile.remote,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
",1
75,94d3cb0a75c305df65077addf67c7ec0b1fe9ca0,/Dockerfile.remote,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify

# reinstall cpanm itself, for good measure
",1
