,CommitID,Dockerfile,Comment,isSATD
0,668d444d7ae92a47da3417e76132276a4804f6ac,/.docker/Dockerfile.rhel,"# This is ugly... But for some reason npm and node aren't available at this stage.
",1
1,7e6a240d9b950e99daa31212fafdb6f697c8049f,/.docker/Dockerfile.rhel,"# This is ugly... But for some reason npm and node aren't available at this stage.
",1
2,7e6a240d9b950e99daa31212fafdb6f697c8049f,/.docker/Dockerfile.rhel,"# Hack needed to force use of bundled library instead of system level outdated library
# https://github.com/lovell/sharp/issues/892
",1
6,65f4cd1ecc53e603f6521deb8d963a2dd9eb4e58,/.docker/Dockerfile.rhel,"# This is ugly... But for some reason npm and node aren't available at this stage.
",1
7,65f4cd1ecc53e603f6521deb8d963a2dd9eb4e58,/.docker/Dockerfile.rhel,"# Hack needed to force use of bundled library instead of system level outdated library
# https://github.com/lovell/sharp/issues/892
",1
8,75f456a168915e1350d97c85b4194b909fbe47ad,/.docker/Dockerfile.rhel,"# This is ugly... But for some reason npm and node aren't available at this stage.
",1
9,75f456a168915e1350d97c85b4194b909fbe47ad,/.docker/Dockerfile.rhel,"# Hack needed to force use of bundled library instead of system level outdated library
# https://github.com/lovell/sharp/issues/892
",1
12,a07c8e9e55e85c464c49778edeb97231904283fc,/.docker/Dockerfile.rhel,"# This is ugly... But for some reason npm and node aren't available at this stage.
",1
13,a07c8e9e55e85c464c49778edeb97231904283fc,/.docker/Dockerfile.rhel,"# Hack needed to force use of bundled library instead of system level outdated library
# https://github.com/lovell/sharp/issues/892
",1
14,830d8ba67a17556a028ef5949ebfb20696e68012,/.docker/Dockerfile.rhel,"# This is ugly... But for some reason npm and node aren't available at this stage.
",1
15,830d8ba67a17556a028ef5949ebfb20696e68012,/.docker/Dockerfile.rhel,"# Hack needed to force use of bundled library instead of system level outdated library
# https://github.com/lovell/sharp/issues/892
",1
16,986d2a7f96c067ffcfd01022e4812a391fe56523,/.docker/Dockerfile.rhel,"# This is ugly... But for some reason npm and node aren't available at this stage.
",1
17,986d2a7f96c067ffcfd01022e4812a391fe56523,/.docker/Dockerfile.rhel,"# Hack needed to force use of bundled library instead of system level outdated library
# https://github.com/lovell/sharp/issues/892
",1
18,a349f2252eb29e671f4e3a94c5e4368cb1b06747,/.docker/Dockerfile.rhel,"# This is ugly... But for some reason npm and node aren't available at this stage.
",1
19,b28618c3b85af22b48df37c4138dc5df9de81336,/.docker/Dockerfile.rhel,"# This is ugly... But for some reason npm and node aren't available at this stage.
",1
20,b28618c3b85af22b48df37c4138dc5df9de81336,/.docker/Dockerfile.rhel,"# Hack needed to force use of bundled library instead of system level outdated library
# https://github.com/lovell/sharp/issues/892
",1
21,09fb4aeb08a31980b349a1669f038bb8f253c7c6,/.docker/Dockerfile.rhel,"# This is ugly... But for some reason npm and node aren't available at this stage.
",1
22,09fb4aeb08a31980b349a1669f038bb8f253c7c6,/.docker/Dockerfile.rhel,"# Hack needed to force use of bundled library instead of system level outdated library
# https://github.com/lovell/sharp/issues/892
",1
23,a4de200c8e6543d3c1628d75bc83cb1e24b775c5,/.docker/Dockerfile.rhel,"# This is ugly... But for some reason npm and node aren't available at this stage.
",1
24,a4de200c8e6543d3c1628d75bc83cb1e24b775c5,/.docker/Dockerfile.rhel,"# Hack needed to force use of bundled library instead of system level outdated library
# https://github.com/lovell/sharp/issues/892
",1
25,9f732f5b5620e875e5a32a67e75f3ff7b2f5a757,/.docker/Dockerfile.rhel,"# This is ugly... But for some reason npm and node aren't available at this stage.
",1
26,9f732f5b5620e875e5a32a67e75f3ff7b2f5a757,/.docker/Dockerfile.rhel,"# Hack needed to force use of bundled library instead of system level outdated library
# https://github.com/lovell/sharp/issues/892
",1
