,CommitID,Dockerfile,Comment,isSATD
29,7823435728677cc516632de760e8686c96aaa8f9,/3.6/Dockerfile,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
47,a0803d85f93226ab526a6645660cc228b773474a,/3.6/slim/Dockerfile,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
59,abb5b517964511ac622572f07f54c21d58849dfe,/Dockerfile-slim.template,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
84,f1cf0a1612c182313f93ab54bf0b1d288b95cf3d,/2.7/slim/Dockerfile,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
96,e0c83d88b9a4e9ed5ee93bc914b03df2771df6ac,/Dockerfile-slim.template,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
110,43c4418a77b5c1807a8cbfd0a9e22881aea798d7,/2.7/slim/Dockerfile,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
138,b3ee440a1a459e63001454e5a9e1f20da439edab,/3.6/slim/Dockerfile,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
149,7b94c4d3f29cb9d94b6ca4aee43eba8d3cb66410,/2.7/slim/Dockerfile,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
173,341c9d1ec611e8a1bb6e4dc6467155ee67a628e9,/3.6/slim/Dockerfile,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
187,709d8823acade04e6b67b685311642892e9d582e,/Dockerfile-slim.template,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
217,85361ddf3befb1b2ba96ed6ffe04cdb65744cffd,/3.6/slim/Dockerfile,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
239,6a9b40fc39e1265b9cf7499aada695cb55433527,/2.7/slim/Dockerfile,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
255,7823435728677cc516632de760e8686c96aaa8f9,/2.7/slim/Dockerfile,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
269,61bb08218bb796dc8aece3328f66a39ffaeda394,/Dockerfile-slim.template,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
281,30385f19542aa8bdcca7fb2f7a9a18786e9e8f17,/Dockerfile-slim.template,# TODO rebuild other cffi modules here too? (other _*_build.py files),1
