,CommitID,Dockerfiles,Comments,isSATD
4,b60d7b0e894cb76e9314522c3981342632d55643,/.template-helpers/generate-dockerfile-links-partial.tmpl,/* TODO decide what to do (if anything) about non-GitHub repos with respect to URL */,1
6,b60d7b0e894cb76e9314522c3981342632d55643,/.template-helpers/generate-dockerfile-links-partial.tmpl,/* TODO decide what to do (if anything) about non-GitHub repos with respect to URL */,1
12,0aabf7019423ff367fcccbfb48bfec76e297a8c7,/.template-helpers/generate-dockerfile-links-partial.tmpl,/* TODO decide what to do (if anything) about non-GitHub repos with respect to URL */,1
14,0aabf7019423ff367fcccbfb48bfec76e297a8c7,/.template-helpers/generate-dockerfile-links-partial.tmpl,/* TODO decide what to do (if anything) about non-GitHub repos with respect to URL */,1
27,2633e18b556b92de3d9ce9280b833cd61e941ac2,/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
",1
28,2633e18b556b92de3d9ce9280b833cd61e941ac2,/Dockerfile,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify

# reinstall cpanm itself, for good measure
",1
43,50326f312f9011c31c81e2168f7f4ef77bbe15ae,/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
",1
44,50326f312f9011c31c81e2168f7f4ef77bbe15ae,/Dockerfile,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify

# reinstall cpanm itself, for good measure
",1
51,35dab1c8ca79b03a002239878a9b12dc0cf88beb,/.template-helpers/generate-dockerfile-links-partial.tmpl,/* TODO decide what to do (if anything) about non-GitHub repos with respect to URL */,1
53,35dab1c8ca79b03a002239878a9b12dc0cf88beb,/.template-helpers/generate-dockerfile-links-partial.tmpl,/* TODO decide what to do (if anything) about non-GitHub repos with respect to URL */,1
56,13f8bd0859cb304b91eebb5af401757118e756a1,/.template-helpers/generate-dockerfile-links-partial.tmpl,/* TODO decide what to do (if anything) about non-GitHub repos with respect to URL */,1
59,12b4b635611050c2f27c0de28d4ae206d336fcf3,/.template-helpers/generate-dockerfile-links-partial.tmpl,/* TODO decide what to do (if anything) about non-GitHub repos with respect to URL */,1
94,da98c367a92113603b2a7559ee688c111766e838,/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
",1
95,da98c367a92113603b2a7559ee688c111766e838,/Dockerfile,"# TODO find a way to make --verify work with backpan as well :'(
#ENV PERL_CPANM_OPT $PERL_CPANM_OPT --verify

# reinstall cpanm itself, for good measure
",1
99,ef2b48218ba00cc8d4879cbbf20983dd4491dc47,/Dockerfile,"# TODO find a way to make --mirror-only / SSL work with backpan too :(
",1
104,8fc5416c05b303fd4e6884011866487d13eac82c,/.template-helpers/generate-dockerfile-links-partial.tmpl,/* TODO decide what to do (if anything) about non-GitHub repos with respect to URL */,1
109,e3c442261658079cb2aefb736d23b35bab5480a1,/.template-helpers/generate-dockerfile-links-partial.tmpl,/* TODO decide what to do (if anything) about non-GitHub repos with respect to URL */,1
111,e3c442261658079cb2aefb736d23b35bab5480a1,/.template-helpers/generate-dockerfile-links-partial.tmpl,/* TODO decide what to do (if anything) about non-GitHub repos with respect to URL */,1
127,4b0f219a2c4a1cfc57426592260f3de21f38787a,/.template-helpers/generate-dockerfile-links-partial.tmpl,/* TODO decide what to do (if anything) about non-GitHub repos with respect to URL */,1
129,4b0f219a2c4a1cfc57426592260f3de21f38787a,/.template-helpers/generate-dockerfile-links-partial.tmpl,/* TODO decide what to do (if anything) about non-GitHub repos with respect to URL */,1
