,CommitID,Dockerfiles,Comments
0,1222ab530bf7b5477572ae447191d31413d526fb,/Dockerfile,"#Mount point
"
1,4c8667ec764cff63db471ec6bb4bc5e7b4b97146,/Dockerfile,"#Mount point
"
2,30469a4fd953db35539b1a5da7c75f5aa9012288,/Dockerfile,"# When releasing:
#
#   - Change the URL in the RUN curl... command to the target release
#   - build as such: docker build -t hoelzro/rakudo-star:$VERSION .

"
3,8528c00c96f640cd42187f3f6ac234e5fe0adce1,/Dockerfile,"# When releasing:
#
#   - Change the URL in the RUN curl... command to the target release
#   - build as such: docker build -t hoelzro/rakudo-star:$VERSION .

"
4,4de1abab351300337b9d4f904e6121f339b4dde4,/Dockerfile,"# When releasing:
#
#   - Change the URL in the RUN curl... command to the target release
#   - build as such: docker build -t hoelzro/rakudo-star:$VERSION .

"
5,b2b745b7c012829de2f9c6027d7cf3a4d053f9e6,/Dockerfile,"# When releasing:
#
#   - Change the URL in the RUN curl... command to the target release
#   - build as such: docker build -t hoelzro/rakudo-star:$VERSION .

"
